Domain;URL;Status;Source;Rank;Updated at;Confidence;LLM Reasoning;Case Management Status
bathandbodyworks.co.th;https://www.bathandbodyworks.co.th/sign-up;Not gambling;Google Search (สมัครสมาชิก);662632;2026-08-31T12:24:35.279009Z;95;Screenshot: The website is a sign-up page for Bath & Body Works, a retailer of body care and home fragrance products.. Screenshot: There are no indications of betting, gambling, or any gambling-related activities on the page.. Screenshot: The page includes fields for personal information such as name, phone number, and email address, typical for a retail sign-up process.. URL: The URL includes 'bathandbodyworks' which is a known retailer and not associated with online gambling.;
eneosthailand.com;https://www.eneosthailand.com/agent_online;Not gambling;Google Search (ตัวแทน);;2026-08-31T12:24:44.249307Z;95;Screenshot: The website appears to be an online shopping platform with no visible gambling-related content or features.. Screenshot: The site includes links to various social media platforms and shopping sites like Lazada and Shopee, indicating a focus on e-commerce rather than gambling.. Screenshot: There are no buttons or options related to placing bets, depositing money, or playing games, which are typical indicators of online gambling sites.;
partner.booking.com;https://partner.booking.com/th/%E0%B8%84%E0%B8%A7%E0%B8%B2%E0%B8%A1%E0%B8%8A%E0%B9%88%E0%B8%A7%E0%B8%A2%E0%B9%80%E0%B8%AB%E0%B8%A5%E0%B8%B7%E0%B8%AD/%E0%B8%84%E0%B8%AD%E0%B8%A1%E0%B8%A1%E0%B8%B4%E0%B8%8A%E0%B8%8A%E0%B8%B1%E0%B9%88%E0%B8%99-%E0%B9%83%E0%B8%9A%E0%B9%81%E0%B8%88%E0%B9%89%E0%B8%87%E0%B8%AB%E0%B8%99%E0%B8%B5%E0%B9%89-%E0%B9%81%E0%B8%A5%E0%B8%B0%E0%B8%A0%E0%B8%B2%E0%B8%A9%E0%B8%B5/%E0%B9%83%E0%B8%9A%E0%B9%81%E0%B8%88%E0%B9%89%E0%B8%87%E0%B8%AB%E0%B8%99%E0%B8%B5%E0%B9%89/%E0%B8%97%E0%B8%B3%E0%B8%84%E0%B8%A7%E0%B8%B2%E0%B8%A1%E0%B9%80%E0%B8%82%E0%B9%89%E0%B8%B2%E0%B9%83%E0%B8%88%E0%B9%80%E0%B8%81%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%A7%E0%B8%81%E0%B8%B1%E0%B8%9A%E0%B8%84%E0%B8%AD%E0%B8%A1%E0%B8%A1%E0%B8%B4%E0%B8%8A%E0%B8%8A%E0%B8%B1%E0%B9%88%E0%B8%99%E0%B8%82%E0%B8%AD%E0%B8%87%E0%B8%97%E0%B9%88%E0%B8%B2%E0%B8%99;Not gambling;Google Search (คอมมิชชั่น);;2026-08-31T12:24:52.736814Z;95;URL: The URL is for Booking.com, which is a hotel and accommodation booking website.. Screenshot: The screenshot shows a form for registering as a partner with Booking.com, which involves providing personal details and agreeing to terms and conditions.. Screenshot: There are no indications of gambling activities such as betting, playing games of chance, or depositing money for gambling purposes.. Screenshot: The content is related to booking accommodations and becoming a partner with Booking.com, which is not related to online gambling.;
sbdesignsquare.com;https://www.sbdesignsquare.com/customer/account/create/;Review needed;Google Search (สมัครสมาชิก);230296;2026-08-31T12:25:03.049619Z;10;Screenshot: The page displays an error message indicating a timeout, making the content unavailable.. Screenshot: The error message 'ERR_TIMED_OUT' suggests that the page failed to load, limiting the ability to assess its content.;
pitsanuvej.com;https://www.pitsanuvej.com/patient-room/11;Review needed;Google Search (VIP);;2026-08-31T12:25:10.193556Z;10;Screenshot: The page is blocked by Cloudflare, indicating that the content is unavailable and therefore the decision is limited.;
jobthai.com;https://www.jobthai.com/th/company/217199;Not gambling;Google Search (รับสมัครพาร์ทเนอร์);51839;2026-08-31T12:25:16.401460Z;95;URL: The URL contains the term 'jobthai', indicating it is related to job listings or employment opportunities.. Screenshot: The content on the page includes information about a company and job descriptions, which are typical features of a job listing website.. Screenshot: There are no visible elements related to online gambling such as betting options, casino games, or gambling advertisements.;
austrac.gov.au;https://www.austrac.gov.au/news-and-media/media-release/austrac-commences-investigation-online-betting-company-bet365;Review needed;Google Search (bet365);109913;2026-08-31T12:25:24.873077Z;20;Screenshot: The page displays an error message indicating that the content is unavailable due to a protocol error.. URL: The URL indicates that the content is a media release about an investigation on an online betting company, but the actual content is not accessible.;
find-and-update.company-information.service.gov.uk;https://find-and-update.company-information.service.gov.uk/company/04241161;Not gambling;Google Search (bet365);;2026-08-31T12:25:31.990794Z;95;URL: The URL contains the name 'Bet365 Group Limited', indicating a connection to gambling.. Screenshot: The website is a government page for finding and updating company information, which is informational and does not allow online gambling.;
snp1344.com;https://www.snp1344.com/en/tag/vip-meal-box;Not gambling;Google Search (VIP);1517909;2026-08-31T12:25:43.573735Z;95;URL: The URL path includes '/en/tag/vip-meal-box', indicating the site is related to meal boxes, not gambling.. Screenshot: The content on the page shows various meal box options with prices and 'Add to Cart' buttons, which are typical e-commerce features for food products, not gambling.. Screenshot: There are no visible gambling-related elements such as betting options, casino games, or promotional offers for gambling activities.. Screenshot: The navigation bar includes categories like 'Promotion', 'Food', 'Cake', 'Snack Box', 'Bakery', 'Dessert', and 'Drinks', all of which are related to food and beverages, not gambling.;
kingpower.com;https://www.kingpower.com/th/product/carolina-herrera-212-vip-black-edp-100-ml;Not gambling;Google Search (VIP);261508;2026-08-31T12:25:54.350057Z;95;Screenshot: The website displays products related to perfumes, specifically 'CAROLINA HERRERA 212 VIP Black EDP 100 ml'.. Screenshot: There are no indicators of online gambling such as betting options, betting slips, or gambling-related actions.. Screenshot: The website appears to be an e-commerce platform selling beauty and perfume products, which is unrelated to online gambling.. URL: The URL structure and content of the page indicate it is a product page for perfumes, further confirming the non-gambling nature of the site.;
dunlopillo.co.th;https://dunlopillo.co.th/th/comforter-standard-sexy-pink-m-p4399.html;Not gambling;Google Search (sexy);;2026-08-31T12:26:04.055496Z;95;URL: The URL indicates the website is about selling a comforter, specifically 'Standard Sexy Pink M', which is a product page for bedding.. Screenshot: The screenshot shows a product page for a comforter with details such as price, size options, and payment methods, indicating it is an e-commerce site for bedding products.. Screenshot: There are no indicators of online gambling such as betting options, gambling games, or related content on the page.;
metrohm.com;https://www.metrohm.com/th_th/products/2/8880/28880110.html;Not gambling;Google Search (888);127787;2026-08-31T12:26:13.140202Z;95;URL: The URL contains the path '/products/2/8880/28880110.html', indicating a product page.. Screenshot: The screenshot shows a product page for a titrator, specifically the '888 Titrando mit Touch Control'.. Screenshot: The page includes technical specifications, images, and a rating system, which are typical features of an e-commerce product page.. Screenshot: There are no visible elements related to online gambling, such as betting options, gambling advertisements, or gambling-related content.;
bet365careers.com;https://www.bet365careers.com/about-us/locations/malta;Review needed;Google Search (bet365);628581;2026-08-31T12:26:22.767550Z;20;Screenshot: The page is blocked by Cloudflare, indicating that the content is unavailable and therefore the decision is limited.;
homepro.co.th;https://www.homepro.co.th/p/1255714;Not gambling;Google Search (888);44642;2026-08-31T12:26:29.047706Z;95;Screenshot: The website displays a product page for a bathroom sink, indicating it is an e-commerce site selling home improvement products.. Screenshot: There are no visible elements related to online gambling such as betting options, casino games, or gambling promotions.. Screenshot: The website has categories related to home improvement, DIY projects, and other non-gambling related products.. URL: The URL structure and domain name (homepro.co.th) suggest it is a retail website focused on home products and services.;
atprosound.com;https://www.atprosound.com/product/tada-u-888/;Not gambling;Google Search (888);446927;2026-08-31T12:26:38.317789Z;95;Screenshot: The website displays a product page for TADA U-888, which is an 8-channel wireless microphone system, indicating it is an e-commerce site selling audio equipment.. Screenshot: The navigation bar includes categories such as 'Sound Equipment', 'Lighting', 'Stage Equipment', and others, which are typical for an electronics or audio equipment store.. Screenshot: The product description and specifications are provided in detail, which is characteristic of an informational product page.. URL: The URL 'https://www.atprosound.com/product/tada-u-888/' includes the term 'product', further indicating that the site is focused on selling products rather than online gambling.;
ctmusicshop.com;https://ctmusicshop.com/product/888-cable-premium-xlr-cable-5m/;Not gambling;Google Search (888);446579;2026-08-31T12:26:48.903429Z;95;Screenshot: The website is an online store selling microphone cables, indicating it is a non-gambling related business.. Screenshot: The product page shows details about the cable, including its design and availability, further confirming the non-gambling nature of the site.. Screenshot: The website has a shopping cart and checkout process, typical of e-commerce sites, not gambling sites.. URL: The URL structure and content of the website do not indicate any gambling activities or services.;
dohome.co.th;https://www.dohome.co.th/product/donmark-toilet-washer-with-ss304-cord-dm-888-10392596;Not gambling;Google Search (888);374754;2026-08-31T12:26:57.862959Z;95;Screenshot: The website displays a product page for a toilet washer, indicating it is an e-commerce site selling household items.. Screenshot: There are no indicators of online gambling such as betting options, gambling games, or related promotions.. Screenshot: The website features typical e-commerce elements like product descriptions, prices, and an add-to-cart button, further confirming it is a non-gambling site.;
shop.nanmee.com;https://shop.nanmee.com/8858729219690.html;Not gambling;Google Search (888);;2026-08-31T12:27:06.326940Z;95;Screenshot: The website displays a product page for a 'HORSE branded H-888 office chair' with a price of ฿1,120.00, indicating it is an e-commerce site selling office furniture.. Screenshot: The site includes typical e-commerce features such as an 'Add to Cart' button, product images, and product details, which are not related to online gambling.. Screenshot: The navigation bar includes categories like 'New Arrivals', 'Mobile Phones', 'Computers', and 'Office Supplies', further indicating the site is focused on retail products rather than gambling.;
uxbridgecollege.ac.uk;https://www.uxbridgecollege.ac.uk/?list=beautys&date=06-11&key=%E0%B9%80%E0%B8%A7%E0%B9%87%E0%B8%9A%E0%B8%95%E0%B8%A3%E0%B8%87-%E0%B8%AA%E0%B8%A5%E0%B9%87%E0%B8%AD%E0%B8%95-%E0%B8%9D%E0%B8%B2%E0%B8%81%E0%B8%96%E0%B8%AD%E0%B8%99-%E0%B9%84%E0%B8%A1%E0%B9%88%E0%B8%A1%E0%B8%B5-%E0%B8%82%E0%B8%B1%E0%B9%89%E0%B8%99%E0%B8%95%E0%B9%88%E0%B8%B3-1-%E0%B8%9A%E0%B8%B2%E0%B8%97-%E0%B8%81%E0%B9%87-%E0%B8%96%E0%B8%AD%E0%B8%99%E0%B9%84%E0%B8%94%E0%B9%89-%E0%B8%A7%E0%B8%AD-%E0%B9%80%E0%B8%A5%E0%B8%97;Not gambling;Google Search (ถอนไม่มีขั้นต่ำ);2167147;2026-08-31T12:27:16.368343Z;95;URL: The URL indicates that this is the website for Uxbridge College, an educational institution.. Screenshot: The screenshot shows educational content and a student, indicating that the website is for an educational institution.. Screenshot: There are no indicators of online gambling such as betting options, gambling games, or promotional offers for gambling.. Screenshot: The website includes links to enrollment, facilities, news, and events, which are typical for an educational institution and not related to gambling.;
dot-coating.de;https://www.dot-coating.de/en/;Not gambling;Google Search (pgslot);2100387;2026-08-31T12:27:28.622215Z;95;Screenshot: The website discusses medical coating technologies for orthopedic and dental implants, indicating a focus on medical technology rather than online gambling.. Screenshot: There are no visible elements related to online gambling such as betting options, deposit buttons, or gambling-related content.. Screenshot: The website's navigation includes sections like 'Company', 'Coatings', and 'Services', which are typical for a business in the medical technology field, not for gambling.;
ufabet.cards;https://ufabet.cards/;Review needed;Google Search (UFA);95819;2026-08-31T12:27:37.575887Z;20;Screenshot: The page is blocked by Cloudflare, indicating that the content is unavailable and therefore the decision is limited.;
light-and-bath.com;https://www.light-and-bath.com/AMERICAN-STANDARD/%E0%B8%AA%E0%B9%88%E0%B8%A7%E0%B8%99%E0%B8%AD%E0%B8%B2%E0%B8%9A%E0%B8%99%E0%B9%89%E0%B8%B3/%E0%B8%82%E0%B8%AD%E0%B9%81%E0%B8%82%E0%B8%A7%E0%B8%99%E0%B8%9D%E0%B8%B1%E0%B8%81%E0%B8%9A%E0%B8%B1%E0%B8%A7/A-960-888.html;Not gambling;Google Search (888);709332;2026-08-31T12:27:43.792390Z;95;Screenshot: The website displays products related to bath and lighting fixtures, specifically showcasing an American Standard hand shower.. Screenshot: There are no indicators for online gambling such as betting options, deposit buttons, or any gambling-related content.. Screenshot: The site appears to be an e-commerce platform focused on selling bathroom and lighting products.. URL: The URL structure and content suggest a retail website for bathroom and lighting products, not related to online gambling.;
grandseikoboutiquethailand.com;https://www.grandseikoboutiquethailand.com/product/slgb023/;Not gambling;Google Search (UFA);;2026-08-31T12:27:52.733624Z;95;URL: The URL indicates it is a product page for a watch, specifically 'slgb023', which is a product code typically used for watches.. Screenshot: The screenshot shows a product image of a watch and a privacy preference center, which is unrelated to online gambling. There are no betting or gambling-related elements visible on the page.. Screenshot: The website has an 'Online Boutique' label, indicating it is an online store for products, likely watches or accessories, not gambling services.. Screenshot: The website's menu and content focus on collections and products, typical of an e-commerce site for luxury goods, not gambling.;
o6o.be;https://www.o6o.be/;Illegal gambling;Google Search (pgslot);;2026-08-31T12:28:04.509319Z;95;Screenshot: The website features a prominent 'JACKPOT PLAY' section with a large amount of money displayed, indicating gambling activities.. Screenshot: The navigation bar includes options like 'SLOTS', 'LIVE CASINO', 'TOGEL', 'OLAHAGRA', 'CRASH GAME', 'POKER', and 'SABUNG AYAM', all of which are associated with gambling.. Screenshot: The banner advertises a 'PROMO SCATTER SPESIAL MAHJONG WAYS NAGACC EVENT SCATTER ACAK' with a prize pool of 'TOTAL HADIAH HINGGA 10 JUTA!', which is a clear indicator of gambling promotions.;Illegal gambling
grand-seiko.com;https://www.grand-seiko.com/;Not gambling;Redirect (grandseikoboutiquethailand.com);;2026-08-31T12:28:04.511589Z;95;URL: The URL indicates it is a product page for a watch, specifically 'slgb023', which is a product code typically used for watches.. Screenshot: The screenshot shows a product image of a watch and a privacy preference center, which is unrelated to online gambling. There are no betting or gambling-related elements visible on the page.. Screenshot: The website has an 'Online Boutique' label, indicating it is an online store for products, likely watches or accessories, not gambling services.. Screenshot: The website's menu and content focus on collections and products, typical of an e-commerce site for luxury goods, not gambling.;
bio-val.fr;https://www.bio-val.fr/bio-val2.php?bio-val=0422&type=1234-joker;Review needed;Google Search (joker);;2026-08-31T12:28:21.580569Z;10;Screenshot: The page displays a 404 Not Found error, indicating the content is unavailable.. URL: The URL structure does not suggest gambling-related content.;
radiovlna.sk;https://radiovlna.sk/uploads/radiovlna.php?a0Hot=07-14&type=%E0%B8%A1%E0%B8%B2%E0%B9%80%E0%B8%9F%E0%B8%B5%E0%B8%A288%E0%B8%AA%E0%B8%A5%E0%B9%87%E0%B8%AD%E0%B8%95;Review needed;Google Search (w88);432103;2026-08-31T12:28:28.059862Z;10;URL: The requested URL was not found on this server.. URL: A 404 Not Found error was encountered while trying to use an ErrorDocument to handle the request.;
hitpa.co.in;https://hitpa.co.in/;Not gambling;Google Search (pgslot);898896;2026-08-31T12:28:34.638712Z;95;URL: The website URL includes 'health insurance' indicating it is related to health services.. Screenshot: The content includes information about health insurance claims, e-cards, and network hospitals, which are typical features of a health insurance website.. Screenshot: There are no visible elements related to online gambling such as betting options, casino games, or gambling promotions.. Screenshot: The website provides options to download e-cards, check claim status, and find network hospitals, further confirming it is a health insurance site.;
